10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,0,0,10,7,7,9,0,0,13,7,7,9,0,0,10,7,7,15,0,0,10,7,7,9,0,0,8
8,0,0,14,5,5,8,0,0,0,0,0,8,0,0,8,0,0,0,0,0,8,5,5,14,0,0,8
8,0,0,6,5,5,8,0,0,0,0,0,8,0,0,8,0,0,0,0,0,8,5,5,6,0,0,8
8,0,0,6,5,5,8,0,0,16,0,0,12,7,7,11,0,0,16,0,0,8,5,5,6,0,0,8
8,0,0,16,5,5,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,5,5,16,0,0,8
8,0,0,8,5,5,14,0,0,8,0,0,0,0,0,0,0,0,8,0,0,14,5,5,8,0,0,8
14,0,0,8,5,5,6,0,0,14,0,0,10,7,7,9,0,0,14,0,0,6,5,5,8,0,0,14
0,0,0,8,5,5,6,0,0,0,0,0,8,4,4,8,0,0,0,0,0,6,5,5,8,0,0,0
0,0,0,8,5,5,16,0,0,0,0,0,8,4,4,8,0,0,0,0,0,16,5,5,8,0,0,0
0,0,0,12,7,7,11,0,0,13,7,7,11,0,0,12,7,7,15,0,0,12,7,7,11,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11
